rideable_type,member_casual,Day Name,Month Name,Custom,Hour,Count
classic_bike,member,Wednesday,November,30 to 60,13,41
electric_bike,casual,Tuesday,November,Under 10,23,82
classic_bike,casual,Friday,November,30 to 60,14,77
classic_bike,casual,Monday,November,30 to 60,19,6
classic_bike,casual,Tuesday,November,10 to 30,13,97
electric_bike,member,Tuesday,November,10 to 30,12,257
electric_bike,casual,Friday,November,Under 10,3,33
classic_bike,casual,Monday,November,Under 10,11,102
classic_bike,member,Sunday,November,30 to 60,11,80
electric_bike,casual,Sunday,November,10 to 30,16,220
classic_bike,casual,Saturday,November,30 to 60,12,132
electric_bike,casual,Friday,November,Under 10,23,226
classic_bike,casual,Thursday,November,10 to 30,8,73
electric_bike,casual,Monday,November,10 to 30,23,25
classic_bike,casual,Saturday,November,30 to 60,1,9
electric_bike,member,Tuesday,November,Under 10,23,190
electric_bike,member,Wednesday,November,Under 10,20,341
classic_bike,member,Friday,November,Under 10,5,123
electric_bike,casual,Tuesday,November,Under 10,18,326
classic_bike,casual,Thursday,November,10 to 30,23,26
electric_bike,casual,Sunday,November,Under 10,15,443
classic_bike,casual,Sunday,November,10 to 30,18,121
classic_bike,casual,Friday,November,10 to 30,20,108
classic_bike,member,Monday,November,10 to 30,6,138
classic_bike,member,Tuesday,November,10 to 30,21,124
classic_bike,member,Thursday,November,Under 10,11,381
electric_bike,casual,Friday,November,Under 10,21,213
classic_bike,casual,Tuesday,November,Under 10,16,138
classic_bike,member,Sunday,November,10 to 30,22,81
classic_bike,casual,Monday,November,10 to 30,17,146
classic_bike,casual,Wednesday,November,30 to 60,15,25
classic_bike,member,Saturday,November,Under 10,7,230
classic_bike,member,Sunday,November,30 to 60,16,57
classic_bike,casual,Sunday,November,Under 10,8,85
classic_bike,member,Tuesday,November,Under 10,22,199
classic_bike,member,Saturday,November,10 to 30,20,146
classic_bike,casual,Sunday,November,30 to 60,0,7
classic_bike,member,Sunday,November,10 to 30,13,387
electric_bike,member,Tuesday,November,30 to 60,18,21
electric_bike,member,Tuesday,November,10 to 30,9,330
classic_bike,member,Friday,November,30 to 60,14,58
classic_bike,member,Saturday,November,Over 60,14,12
electric_bike,member,Sunday,November,Under 10,2,117
electric_bike,member,Tuesday,November,Over 60,11,9
classic_bike,casual,Sunday,November,Under 10,16,206
classic_bike,member,Friday,November,10 to 30,9,276
classic_bike,member,Thursday,November,30 to 60,12,24
classic_bike,casual,Thursday,November,Under 10,18,134
classic_bike,member,Wednesday,November,10 to 30,11,227
classic_bike,member,Saturday,November,Under 10,22,179
classic_bike,member,Monday,November,30 to 60,11,41
classic_bike,member,Thursday,November,Over 60,9,2
electric_bike,member,Saturday,November,Under 10,17,686
classic_bike,casual,Friday,November,Under 10,23,98
electric_bike,casual,Tuesday,November,10 to 30,8,116
classic_bike,member,Friday,November,Under 10,0,83
electric_bike,member,Tuesday,November,10 to 30,5,68
classic_bike,member,Thursday,November,10 to 30,19,197
classic_bike,member,Friday,November,30 to 60,18,65
electric_bike,casual,Monday,November,Under 10,20,161
electric_bike,casual,Tuesday,November,10 to 30,13,122
electric_bike,member,Tuesday,November,10 to 30,10,200
electric_bike,member,Thursday,November,10 to 30,12,173
classic_bike,casual,Tuesday,November,10 to 30,15,95
classic_bike,casual,Friday,November,10 to 30,13,224
electric_bike,member,Tuesday,November,Over 60,6,4
classic_bike,casual,Saturday,November,Over 60,12,86
classic_bike,casual,Thursday,November,10 to 30,21,46
electric_bike,member,Friday,November,Under 10,7,767
classic_bike,member,Monday,November,10 to 30,1,13
electric_bike,casual,Wednesday,November,Under 10,18,289
classic_bike,casual,Sunday,November,30 to 60,8,33
electric_bike,member,Wednesday,November,30 to 60,8,29
electric_bike,member,Wednesday,November,10 to 30,4,15
electric_bike,member,Wednesday,November,10 to 30,10,170
electric_bike,member,Sunday,November,10 to 30,17,311
electric_bike,member,Sunday,November,10 to 30,3,44
electric_bike,casual,Sunday,November,10 to 30,17,148
electric_bike,casual,Wednesday,November,10 to 30,8,112
electric_bike,casual,Wednesday,November,10 to 30,16,174
electric_bike,member,Saturday,November,Under 10,21,342
electric_bike,member,Wednesday,November,10 to 30,20,133
electric_bike,casual,Wednesday,November,Under 10,13,229
electric_bike,member,Friday,November,10 to 30,23,173
electric_bike,member,Thursday,November,10 to 30,18,414
electric_bike,member,Monday,November,Under 10,13,627
electric_bike,casual,Friday,November,10 to 30,7,63
electric_bike,casual,Monday,November,Under 10,19,212
electric_bike,member,Sunday,November,30 to 60,13,39
electric_bike,member,Thursday,November,10 to 30,20,168
electric_bike,member,Saturday,November,10 to 30,0,120
electric_bike,member,Tuesday,November,Over 60,16,10
electric_bike,member,Saturday,November,10 to 30,9,296
electric_bike,casual,Tuesday,November,Under 10,14,263
electric_bike,casual,Friday,November,Under 10,12,372
electric_bike,casual,Tuesday,November,Under 10,7,273
electric_bike,casual,Thursday,November,10 to 30,8,90
electric_bike,member,Thursday,November,Under 10,2,26
electric_bike,casual,Saturday,November,10 to 30,7,45
electric_bike,casual,Wednesday,November,Under 10,19,165
electric_bike,member,Saturday,November,10 to 30,23,125
electric_bike,casual,Saturday,November,Under 10,5,34
electric_bike,casual,Friday,November,Under 10,20,235
electric_bike,casual,Friday,November,Under 10,1,83
electric_bike,casual,Tuesday,November,30 to 60,16,16
electric_bike,casual,Tuesday,November,10 to 30,20,56
electric_bike,casual,Saturday,November,Under 10,7,123
electric_bike,casual,Monday,November,Under 10,10,198
electric_bike,casual,Monday,November,Under 10,4,19
electric_bike,casual,Saturday,November,10 to 30,22,78
electric_bike,member,Saturday,November,10 to 30,20,219
classic_bike,casual,Saturday,November,Over 60,19,15
electric_bike,casual,Wednesday,November,30 to 60,12,12
electric_bike,member,Wednesday,November,30 to 60,9,20
electric_bike,member,Monday,November,10 to 30,22,86
electric_bike,casual,Friday,November,10 to 30,19,159
electric_bike,member,Sunday,November,10 to 30,6,85
electric_bike,member,Friday,November,Under 10,0,159
electric_bike,member,Sunday,November,30 to 60,15,61
electric_bike,casual,Thursday,November,Under 10,16,311
electric_bike,casual,Wednesday,November,10 to 30,22,43
electric_bike,member,Sunday,November,Under 10,3,58
electric_bike,casual,Tuesday,November,10 to 30,10,60
electric_bike,casual,Friday,November,10 to 30,8,85
electric_bike,casual,Thursday,November,Under 10,21,138
electric_bike,casual,Thursday,November,10 to 30,22,59
electric_bike,casual,Tuesday,November,Under 10,17,379
electric_bike,casual,Tuesday,November,10 to 30,1,7
electric_bike,member,Friday,November,Over 60,5,1
electric_bike,member,Wednesday,November,10 to 30,17,729
electric_bike,member,Saturday,November,30 to 60,0,12
electric_bike,casual,Saturday,November,10 to 30,17,239
electric_bike,casual,Sunday,November,10 to 30,9,192
electric_bike,casual,Thursday,November,Under 10,0,80
electric_bike,casual,Monday,November,Under 10,22,107
electric_bike,casual,Friday,November,Under 10,7,228
electric_bike,casual,Sunday,November,Under 10,19,177
electric_bike,casual,Thursday,November,Under 10,20,142
electric_bike,casual,Friday,November,10 to 30,1,27
electric_bike,casual,Friday,November,Under 10,15,435
electric_bike,member,Thursday,November,Under 10,0,92
electric_bike,member,Wednesday,November,10 to 30,12,238
electric_bike,member,Saturday,November,10 to 30,5,30
electric_bike,member,Friday,November,Under 10,1,85
electric_bike,member,Wednesday,November,10 to 30,5,53
classic_bike,casual,Wednesday,November,Over 60,12,28
electric_bike,casual,Friday,November,10 to 30,20,125
electric_bike,casual,Tuesday,November,Under 10,6,162
electric_bike,casual,Friday,November,10 to 30,23,91
electric_bike,member,Saturday,November,10 to 30,15,500
electric_bike,casual,Sunday,November,Under 10,6,68
classic_bike,member,Wednesday,November,Under 10,23,84
electric_bike,casual,Monday,November,Under 10,23,60
electric_bike,member,Sunday,November,Under 10,7,194
classic_bike,member,Saturday,November,30 to 60,13,91
classic_bike,casual,Saturday,November,Under 10,23,71
electric_bike,casual,Friday,November,10 to 30,0,30
classic_bike,casual,Sunday,November,10 to 30,7,57
classic_bike,member,Tuesday,November,10 to 30,12,239
classic_bike,casual,Friday,November,Under 10,22,82
classic_bike,member,Thursday,November,Under 10,21,240
classic_bike,member,Thursday,November,Over 60,18,4
classic_bike,member,Friday,November,30 to 60,9,24
classic_bike,member,Saturday,November,30 to 60,17,57
classic_bike,member,Saturday,November,10 to 30,21,99
electric_bike,member,Wednesday,November,Under 10,0,114
classic_bike,member,Saturday,November,10 to 30,6,40
classic_bike,member,Friday,November,30 to 60,7,38
classic_bike,casual,Thursday,November,Under 10,16,150
classic_bike,casual,Sunday,November,10 to 30,10,243
classic_bike,casual,Sunday,November,Under 10,13,183
electric_bike,casual,Wednesday,November,10 to 30,6,39
electric_bike,casual,Sunday,November,10 to 30,11,314
electric_bike,casual,Sunday,November,10 to 30,10,243
electric_bike,member,Sunday,November,30 to 60,12,26
electric_bike,member,Sunday,November,30 to 60,16,44
classic_bike,casual,Thursday,November,Under 10,8,164
electric_bike,casual,Wednesday,November,10 to 30,13,90
classic_bike,casual,Tuesday,November,Under 10,6,76
classic_bike,member,Thursday,November,10 to 30,23,41
classic_bike,member,Monday,November,Under 10,0,42
classic_bike,casual,Friday,November,10 to 30,23,66
classic_bike,casual,Thursday,November,Under 10,6,53
classic_bike,member,Saturday,November,Under 10,3,43
classic_bike,casual,Saturday,November,Under 10,12,216
classic_bike,casual,Tuesday,November,Over 60,13,20
electric_bike,casual,Friday,November,Under 10,11,304
classic_bike,casual,Friday,November,10 to 30,2,12
electric_bike,casual,Saturday,November,10 to 30,0,112
electric_bike,casual,Tuesday,November,10 to 30,7,85
classic_bike,member,Thursday,November,10 to 30,22,89
classic_bike,casual,Monday,November,Under 10,18,131
electric_bike,casual,Saturday,November,30 to 60,15,62
classic_bike,casual,Wednesday,November,30 to 60,12,37
classic_bike,casual,Wednesday,November,Under 10,19,90
electric_bike,casual,Friday,November,10 to 30,18,238
classic_bike,casual,Wednesday,November,Under 10,21,58
electric_bike,member,Thursday,November,Under 10,4,28
classic_bike,casual,Monday,November,10 to 30,8,76
electric_bike,casual,Thursday,November,30 to 60,16,14
electric_bike,casual,Tuesday,November,10 to 30,12,108
classic_bike,member,Tuesday,November,10 to 30,23,30
classic_bike,member,Sunday,November,30 to 60,2,5
electric_bike,member,Tuesday,November,30 to 60,14,27
electric_bike,member,Tuesday,November,30 to 60,15,40
electric_bike,casual,Tuesday,November,30 to 60,14,15
electric_bike,casual,Saturday,November,10 to 30,23,78
classic_bike,casual,Friday,November,30 to 60,20,18
classic_bike,casual,Tuesday,November,30 to 60,14,36
classic_bike,casual,Monday,November,10 to 30,15,130
classic_bike,member,Sunday,November,30 to 60,7,27
classic_bike,member,Sunday,November,30 to 60,6,15
classic_bike,member,Monday,November,30 to 60,8,56
electric_bike,member,Friday,November,30 to 60,6,6
electric_bike,casual,Thursday,November,Under 10,22,144
classic_bike,casual,Thursday,November,10 to 30,10,56
electric_bike,member,Thursday,November,10 to 30,14,216
electric_bike,casual,Saturday,November,Under 10,4,58
classic_bike,member,Friday,November,30 to 60,16,112
classic_bike,casual,Wednesday,November,Under 10,10,99
classic_bike,member,Monday,November,30 to 60,16,72
classic_bike,casual,Thursday,November,Under 10,17,150
classic_bike,member,Sunday,November,Under 10,3,25
classic_bike,casual,Tuesday,November,Under 10,21,79
classic_bike,member,Wednesday,November,30 to 60,15,49
classic_bike,casual,Thursday,November,Under 10,11,55
classic_bike,casual,Friday,November,Under 10,20,128
electric_bike,casual,Friday,November,Under 10,13,399
classic_bike,casual,Tuesday,November,Under 10,13,101
classic_bike,casual,Thursday,November,Under 10,14,94
electric_bike,casual,Sunday,November,30 to 60,0,5
electric_bike,member,Sunday,November,30 to 60,11,33
electric_bike,casual,Friday,November,30 to 60,10,18
classic_bike,member,Thursday,November,10 to 30,21,120
classic_bike,casual,Thursday,November,10 to 30,16,118
electric_bike,casual,Tuesday,November,10 to 30,15,128
electric_bike,casual,Sunday,November,30 to 60,13,59
classic_bike,casual,Tuesday,November,10 to 30,6,17
classic_bike,casual,Sunday,November,Over 60,4,3
electric_bike,casual,Sunday,November,Over 60,11,17
classic_bike,casual,Tuesday,November,Under 10,9,97
electric_bike,casual,Saturday,November,Under 10,23,171
electric_bike,casual,Thursday,November,10 to 30,12,71
electric_bike,casual,Saturday,November,Over 60,8,3
electric_bike,casual,Saturday,November,10 to 30,21,105
classic_bike,casual,Sunday,November,Under 10,15,253
electric_bike,casual,Saturday,November,10 to 30,11,232
electric_bike,casual,Thursday,November,Under 10,10,136
classic_bike,member,Sunday,November,30 to 60,9,36
electric_bike,casual,Thursday,November,10 to 30,21,63
electric_bike,member,Sunday,November,10 to 30,2,46
electric_bike,member,Wednesday,November,Under 10,21,292
electric_bike,casual,Friday,November,10 to 30,11,145
classic_bike,casual,Saturday,November,30 to 60,13,172
electric_bike,casual,Thursday,November,Under 10,5,39
classic_bike,member,Sunday,November,Under 10,0,108
classic_bike,casual,Thursday,November,Over 60,14,14
electric_bike,casual,Sunday,November,10 to 30,2,50
electric_bike,member,Tuesday,November,10 to 30,14,308
classic_bike,casual,Wednesday,November,Under 10,20,71
classic_bike,member,Thursday,November,30 to 60,10,26
classic_bike,member,Thursday,November,Under 10,0,56
classic_bike,casual,Friday,November,Under 10,11,143
electric_bike,casual,Sunday,November,10 to 30,3,28
classic_bike,casual,Saturday,November,10 to 30,12,341
classic_bike,casual,Thursday,November,10 to 30,17,146
classic_bike,casual,Thursday,November,Under 10,20,65
classic_bike,member,Tuesday,November,Under 10,4,18
electric_bike,member,Monday,November,10 to 30,10,206
classic_bike,member,Wednesday,November,30 to 60,18,41
classic_bike,casual,Wednesday,November,Under 10,15,148
classic_bike,casual,Tuesday,November,30 to 60,20,8
classic_bike,casual,Thursday,November,Under 10,9,101
classic_bike,casual,Saturday,November,30 to 60,16,136
electric_bike,casual,Saturday,November,10 to 30,10,176
